AGN_name,RA,DEC,z,source,type,ALeRCE,prob_diff_top2,alert_offset,t0,te,tg,r0_g,r0_r,A_g,A_r,max_gap,peak_sigma_g,peak_sigma_r,excess_num_g,excess_num_r,delta_bic,flare_point_g,flare_point_r,flag_1,flag_2,flag_3,flag_4,flag_5,flag_6,flag_7,flag_8
J103029.37-060926.1,157.6223897,-6.157265,,W,,,,,59187.3,7.8,0.0,55.47,121.88,48.01,79.83,183.3,4.04,4.24,0.0,4.0,16.3,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J103043.82-072024.1,157.6825848,-7.3400412,,W,,,,,60570.8,18.4,72.6,18.93,22.04,35.13,96.29,257.3,3.28,4.08,0.0,0.0,-1.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J103136.84+015012.0,157.9034932,1.836673,,W,,,,,59967.1,1.0,12.3,30.68,80.7,32.51,47.35,228.3,3.5,5.27,2.0,2.0,8.5,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J103201.19-210936.0,158.0049677,-21.1600207,,W,,AGN,0.387,0.139,60445.2,113.6,129.1,93.82,117.65,25.83,27.97,283.1,2.88,3.07,0.0,0.0,-4.9,11.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J103203.67+334747.2,158.015291,33.7964528,,W,,,,,58788.6,55.6,0.1,25.45,33.35,14.47,0.0,178.3,3.19,3.27,0.0,0.0,-33.9,3.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
J103214.33+374908.7,158.0597287,37.8191,,W,,SN,0.702,0.252,58506.4,2.0,2.0,76.13,163.76,40.32,32.14,133.7,5.96,2.78,4.0,1.0,19.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
J103215.18-261758.7,158.0632704,-26.2996462,,W,,Blazar,0.106,0.112,58317.2,418.5,166.5,119.05,254.57,32.2,86.69,283.1,3.28,3.22,0.0,0.0,6.5,12.0,18.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J103227.57-132431.9,158.1148862,-13.4088679,,W,,,,,58880.1,7.0,1.3,64.43,86.29,62.21,101.25,176.3,4.33,4.2,1.0,5.0,29.6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J103232.39+101513.2,158.1349478,10.2536743,,W,,asteroid,1.0,2.354,58882.1,0.5,1.6,95.65,195.68,129.59,179.7,154.4,3.35,3.19,2.0,2.0,-15.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J103241.45+304003.8,158.1727212,30.6677383,,W,,,,,59782.0,60.8,10.0,31.71,62.23,50.07,15.07,156.5,3.11,3.69,3.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J103242.06+413941.6,158.1752309,41.6615674,,W,,,,,58508.3,0.5,3.3,32.17,55.71,46.02,63.07,147.2,3.85,3.65,4.0,7.0,-6.1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J103324.63-264501.3,158.352642,-26.7503816,,W,,,,,59304.2,0.2,3.1,43.24,70.91,28.67,37.61,321.1,2.59,3.39,1.0,1.0,-16.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J103329.03+303626.4,158.3709476,30.6073379,,W,,,,,59772.2,34.8,1.4,28.48,43.88,68.49,11.43,156.7,9.48,4.59,0.0,3.0,127.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
J103354.62+130901.7,158.4775962,13.1504945,,W,,,,,59885.3,9.8,2.0,32.66,71.5,68.52,33.07,190.3,3.54,3.13,1.0,3.0,2.7,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J103355.61+082612.8,158.4817036,8.4368948,,W,,,,,58881.6,1.1,1.3,21.25,37.97,69.58,84.04,190.3,3.65,3.24,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J103412.93+294855.6,158.5538879,29.8154437,,W,,,,,59765.3,62.7,0.6,25.78,38.77,28.62,26.79,157.0,3.52,5.15,2.0,1.0,-1.2,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J103429.86-274822.5,158.624409,-27.8062499,,W,,,,,59274.3,23.5,266.2,97.86,168.24,41.57,46.6,286.1,2.72,3.02,0.0,0.0,2.4,19.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J103447.90+152922.5,158.6995804,15.4896059,,W,,Blazar,0.378,0.102,59515.2,309.5,15.3,127.71,215.59,315.8,344.41,142.3,4.07,4.36,0.0,0.0,240.0,31.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J103511.91+331443.4,158.7996195,33.2453877,,W,,,,,60398.4,812.9,118.3,15.21,20.03,14.75,22.73,256.1,3.21,3.21,1.0,0.0,23.9,13.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
J103512.94+432006.0,158.8039291,43.3350203,,W,,,,,60158.2,123.3,136.5,7.86,22.45,13.41,20.3,351.9,3.08,3.41,0.0,2.0,1.9,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J103521.13+235338.8,158.8380511,23.8941267,,W,,,,,60186.3,40.2,34.1,20.85,34.23,67.36,32.37,159.2,2.82,3.83,1.0,3.0,-12.4,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J103526.65-251139.3,158.8610211,-25.1942594,,W,,,,,60440.3,315.9,303.5,24.5,29.4,12.3,17.21,371.9,3.29,2.36,0.0,0.0,-0.5,6.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J103528.50-091519.5,158.8687477,-9.255429,,W,,,,,60105.3,129.1,14.2,13.76,15.16,56.28,17.99,354.0,3.26,3.34,1.0,0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J103549.58+122406.6,158.9565836,12.4018403,,W,,,,,59902.5,0.0,14.3,80.9,123.32,39.02,54.89,154.4,3.56,3.62,2.0,1.0,0.5,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J103629.81+645500.2,159.1242104,64.9167455,,W,,,,,58508.6,0.5,3.0,59.89,108.39,34.87,45.34,147.1,3.18,2.55,4.0,2.0,-11.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J103651.70+445900.1,159.2154268,44.9833607,,W,,,,,59982.3,2.8,0.1,90.63,196.68,15.82,71.55,145.3,3.4,4.05,4.0,2.0,-16.3,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
J103654.73+513002.4,159.2280444,51.5006695,,W,,,,,59901.4,0.0,15.2,30.66,50.65,28.93,26.18,135.2,3.37,3.4,0.0,2.0,3.3,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J103655.92+130439.5,159.2329938,13.0776473,,W,,SN,0.742,1.309,59872.2,33.3,0.4,31.62,75.45,25.3,22.09,227.2,2.98,2.92,1.0,3.0,-9.2,2.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
J103717.46+490411.9,159.3227544,49.0699968,,W,,,,,58509.5,0.3,4.0,24.68,77.46,24.17,6.08,154.2,5.14,3.87,1.0,1.0,-0.4,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
J103726.43+012907.0,159.3601234,1.485285,,W,,,,,59972.1,0.1,3.2,49.9,102.36,64.48,43.52,169.3,2.9,3.68,1.0,3.0,-9.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J103728.33-163657.6,159.3680233,-16.6160169,,W,,,,,59197.0,675.2,1176.0,21.02,53.56,3.04,10.15,579.3,3.22,3.17,0.0,1.0,-11.8,27.0,83.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
J103728.96+375408.5,159.3706643,37.9023696,,W,,,,,58503.4,2.7,0.3,87.08,127.09,80.93,101.26,133.7,2.89,4.03,4.0,4.0,-3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J103814.05+333310.3,159.5585258,33.5528643,,W,,AGN,0.108,1.153,59756.7,415.0,48.4,16.31,21.76,21.14,23.22,155.3,3.69,4.66,1.0,0.0,13.5,36.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J103925.87+212927.7,159.8578087,21.4910321,,W,,QSO,0.063,0.17,58382.7,275.5,190.6,12.75,17.92,41.4,47.69,238.3,2.62,2.71,0.0,0.0,30.4,39.0,44.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
J103932.58-070307.7,159.8857514,-7.0521532,,W,,AGN,0.478,0.212,60491.8,4000.0,31.9,22.59,67.39,29.9,61.19,204.2,3.07,6.47,0.0,0.0,65.7,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
J104008.79+295936.4,160.036609,29.9934558,,W,,,,,59764.6,53.2,0.4,13.78,39.97,32.07,15.6,199.3,6.3,2.85,0.0,4.0,25.2,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
J104013.34+063850.2,160.0555779,6.6472983,,W,,,,,58880.7,1.4,1.2,58.82,170.28,38.97,131.14,171.3,3.03,4.19,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J104017.88-204759.4,160.0744908,-20.7998558,,W,,,,,59302.2,0.0,22.8,72.08,135.54,25.2,23.06,273.2,3.26,3.11,0.0,1.0,-3.8,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
J104044.11+221407.0,160.1838087,22.2352892,,W,,,,,60314.7,5.6,5.0,118.42,155.92,73.22,551.41,347.7,2.83,2.83,0.0,0.0,9.9,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
J104045.84-245042.5,160.1909895,-24.845165,,W,,AGN,0.155,0.358,60010.9,127.7,158.2,25.7,32.98,19.89,18.95,347.2,3.24,2.96,0.0,1.0,-0.5,9.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J104048.69-120616.4,160.2028574,-12.1045684,,W,,AGN,0.18,0.049,60369.3,4000.0,271.5,14.87,22.97,28.88,24.44,395.0,2.42,3.35,0.0,0.0,5.6,16.0,20.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J104107.37-143358.1,160.280716,-14.5661428,,W,,AGN,0.252,0.253,59784.0,152.6,71.3,45.75,107.45,73.91,85.56,245.3,3.15,3.66,1.0,0.0,11.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
J104127.46+345732.1,160.3644307,34.9589381,,W,,AGN,0.031,0.137,60607.5,9.8,338.5,13.81,18.56,33.26,32.69,156.6,3.08,5.12,1.0,0.0,15.5,28.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
J104219.46+303202.7,160.581104,30.5340899,,W,,AGN,0.34,1.706,59786.3,21.9,9.1,25.63,33.59,109.04,41.53,155.3,5.02,6.09,1.0,2.0,36.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
J104234.16+385630.4,160.64232,38.9417913,,W,,,,,58536.6,6.5,22.8,38.4,69.19,19.69,49.41,135.3,5.47,4.91,3.0,13.0,36.2,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
J104246.73+415713.0,160.6946965,41.9536248,,W,,,,,58533.8,1.4,16.8,40.37,108.8,9.37,32.69,135.3,3.37,4.09,3.0,5.0,-23.6,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J104254.61+353756.8,160.727541,35.6324707,,W,,,,,58205.1,30.4,2.2,10.76,13.72,20.51,23.89,378.0,3.44,3.11,0.0,0.0,9.0,3.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
J104303.88+521049.8,160.7661586,52.1804987,,W,,,,,59348.4,358.6,20.7,15.42,23.59,17.07,21.38,154.8,3.5,3.4,2.0,0.0,77.2,27.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J104319.23+392717.6,160.8301293,39.4549057,,W,,,,,58525.0,18.0,11.4,45.62,131.81,2.32,48.58,135.3,2.81,3.71,4.0,4.0,-15.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
J104329.07+182346.2,160.8711319,18.3961765,,W,,,,,58239.5,138.6,44.6,12.07,17.58,22.61,18.27,228.2,4.19,3.82,0.0,0.0,16.1,5.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
J104350.14+115931.0,160.9589225,11.9919464,,W,,,,,59886.3,14.0,6.9,86.99,138.26,46.52,54.15,154.4,3.46,3.51,2.0,3.0,2.1,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J104358.87-014639.5,160.9952991,-1.7776621,,W,,,,,59186.7,31.9,0.0,72.99,160.65,26.33,34.54,180.3,2.74,3.51,2.0,1.0,8.7,5.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J104401.44+082905.7,161.0060122,8.4849167,,W,,,,,59902.5,0.0,20.4,33.44,53.3,38.05,36.24,160.4,3.16,3.66,0.0,5.0,5.6,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J104407.36+150546.5,161.0306787,15.0962672,,W,,,,,59879.4,38.3,2.6,42.72,109.95,29.65,22.91,156.3,3.57,3.01,0.0,2.0,-1.7,3.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J104456.00+263825.0,161.233326,26.6402964,,W,,,,,59408.9,262.4,4.8,12.31,19.38,27.11,23.07,272.2,3.16,5.29,1.0,0.0,5.0,10.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J104457.84+035312.9,161.2410102,3.886926,,W,,,,,60286.3,0.9,15.9,339.98,260.39,110.55,88.92,166.3,3.04,3.65,2.0,5.0,-13.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J104517.13+014632.1,161.3213657,1.7755844,,W,,,,,59903.4,0.0,9.3,41.34,79.81,27.82,35.57,166.3,3.49,3.72,2.0,3.0,17.5,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J104525.44+012728.0,161.3559989,1.4577795,,W,,,,,59902.5,0.0,5.9,55.55,106.57,45.85,139.37,169.3,3.83,4.84,4.0,3.0,41.6,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J104539.45-174749.3,161.4143868,-17.7970379,,W,,AGN,0.698,0.493,60400.7,52.7,104.3,169.31,260.52,61.35,48.97,259.2,2.95,2.89,0.0,2.0,28.0,16.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
J104619.02+452808.6,161.5792618,45.4690573,,W,,,,,58506.6,0.8,0.7,46.11,74.69,100.18,21.54,141.2,3.86,2.86,1.0,3.0,-12.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J104639.19+434853.8,161.663289,43.814963,,W,,,,,59979.3,129.9,548.7,36.69,76.09,5.55,6.99,160.3,3.73,3.88,2.0,6.0,-13.8,57.0,86.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
J104641.13+433832.6,161.6713807,43.64239,,W,,,,,59985.2,23.9,53.3,62.37,138.67,12.6,17.44,136.3,3.58,3.1,3.0,5.0,10.4,12.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
J104655.84+331321.8,161.7326663,33.222721,,W,,AGN,0.595,0.903,60153.5,508.1,46.7,50.5,52.38,22.19,19.21,236.3,3.78,3.27,0.0,0.0,16.6,33.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
J104707.64+005824.9,161.7818525,0.9736008,,W,,bogus,0.198,2.283,60472.2,4000.0,242.5,30.68,35.92,26.74,18.63,172.3,4.02,4.13,1.0,1.0,102.2,28.0,34.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
J104833.06+433359.6,162.1377373,43.5665575,,W,,,,,58557.2,1.0,0.5,42.41,98.58,140.93,21.2,138.2,4.28,3.52,1.0,5.0,-18.7,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J104911.63+425903.9,162.2984467,42.9844352,,W,,,,,58508.5,0.1,4.6,31.91,83.66,8.99,22.76,148.3,3.36,5.13,3.0,3.0,2.1,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J105003.98+495417.5,162.5165694,49.9048758,,W,,,,,58506.5,1.5,1.8,27.68,70.82,29.7,19.25,143.3,6.24,4.13,3.0,4.0,20.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J105009.76+810411.0,162.5406528,81.0697388,,W,,AGN,0.509,0.159,60480.2,516.1,263.9,34.24,57.67,25.66,30.43,150.1,3.08,3.61,1.0,0.0,0.9,36.0,35.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J105036.27-174006.0,162.6511128,-17.6683361,,W,,,,,58824.5,10.2,31.0,27.97,60.64,35.6,111.9,261.1,4.9,3.23,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
J105046.55+191024.3,162.6939442,19.1734349,,W,,,,,58648.2,66.4,2.8,29.75,55.24,23.72,12.51,164.3,3.39,3.71,3.0,3.0,13.2,3.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
J105107.06+491853.8,162.779397,49.3149663,,W,,,,,58504.7,2.3,0.0,44.19,101.45,50.67,18.31,141.3,5.67,3.89,5.0,2.0,6.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
J105111.12-021316.9,162.7963182,-2.2213808,,W,,AGN,0.098,0.145,59270.3,4.0,2.8,54.29,146.15,40.47,49.44,180.3,5.38,3.42,1.0,2.0,21.7,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J105116.16-233556.9,162.8173297,-23.5991563,,W,,SN,0.476,0.738,59333.1,101.6,4.8,69.56,142.32,34.52,55.2,273.2,3.42,5.0,0.0,0.0,77.9,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
J105233.02-072942.9,163.1375912,-7.4952686,,W,,,,,60258.7,159.9,134.1,22.89,30.89,31.73,26.17,261.0,3.26,5.01,0.0,0.0,6.3,8.0,17.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J105245.61+410003.4,163.190046,41.0009484,,W,,QSO,0.17,0.595,58412.5,112.4,529.6,15.1,42.11,11.94,11.51,175.4,3.03,3.26,1.0,3.0,4.9,34.0,38.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
J105255.84+192721.2,163.2326461,19.4559019,,W,,,,,60285.4,3.2,17.9,64.72,122.4,32.47,76.58,166.3,3.01,3.69,3.0,3.0,-3.9,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J105423.99+324709.2,163.5999566,32.7858959,,W,,,,,58886.2,0.0,24.9,49.39,105.66,12.35,19.93,336.1,2.54,3.0,1.0,1.0,2.8,6.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
J105426.75-132612.5,163.6114602,-13.4368241,,W,,,,,58397.5,112.3,108.9,21.51,34.73,316.86,226.14,366.0,3.26,3.11,0.0,2.0,16.8,4.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
J105452.25+491849.5,163.7177278,49.3137745,,W,,,,,58506.5,3.3,0.8,55.09,154.34,20.22,32.61,141.3,3.61,3.28,1.0,2.0,-17.4,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J105457.16+432013.0,163.7381872,43.3369663,,W,,,,,59957.1,20.8,13.8,12.56,29.36,10.19,13.84,204.2,3.64,3.38,3.0,3.0,-13.1,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J105459.86+183409.7,163.7494023,18.5693637,,W,,,,,60287.4,0.1,23.1,35.55,91.38,24.17,38.2,161.3,3.32,3.14,1.0,3.0,-2.2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J105508.08+442816.9,163.783683,44.4713609,,W,,,,,59855.8,71.9,197.4,7.69,8.75,10.02,11.27,242.2,3.07,2.85,0.0,1.0,14.3,9.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
J105514.08+532239.9,163.8086872,53.3777672,,W,,AGN,0.205,0.727,58503.8,2.5,0.1,35.17,105.81,54.04,32.95,149.2,4.67,2.96,4.0,4.0,11.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
J105528.46+300148.5,163.8686007,30.0301455,,W,,,,,59977.6,4.9,4.2,27.83,50.22,32.91,103.67,172.3,3.64,3.15,2.0,1.0,-9.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J105602.49+164000.2,164.0103546,16.666745,,W,,,,,60287.5,1.1,29.8,36.08,58.19,25.76,37.38,156.3,3.6,2.73,5.0,2.0,9.8,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J105612.11+201348.5,164.0504662,20.2301544,,W,,,,,59767.9,53.8,14.3,44.81,82.07,109.32,12.49,154.4,3.39,3.57,1.0,1.0,-19.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
J105722.56+745334.0,164.3439904,74.8928033,,W,,Blazar,0.336,0.179,58415.6,152.0,17.0,11.02,19.79,42.29,52.47,653.2,2.52,3.48,0.0,0.0,99.9,17.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J105732.86+281338.7,164.3869015,28.2274291,,W,,,,,58816.8,7.5,7.5,28.37,80.71,54.14,83.1,178.3,3.55,3.44,1.0,2.0,-23.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J105736.84-120232.0,164.403518,-12.0422253,,W,,SN,0.472,0.931,59900.5,464.9,120.5,48.04,120.14,17.84,42.82,208.2,3.12,3.15,1.0,0.0,35.5,21.0,41.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
J105744.52+303606.9,164.4354993,30.6019197,,W,,,,,59817.4,26.7,28.1,21.47,29.36,102.67,27.97,219.2,7.14,3.3,0.0,4.0,65.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
J105854.85-233553.8,164.728549,-23.5983041,,W,,,,,59218.5,0.0,71.5,39.26,82.39,18.87,11.73,293.3,3.17,3.3,0.0,0.0,-14.5,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
J105858.74+582642.4,164.7447342,58.4451195,,W,,,,,58890.8,0.0,3.0,19.67,42.06,52.42,19.65,165.3,6.23,4.59,3.0,5.0,59.6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
J105923.45+654443.4,164.8476995,65.7453944,,W,,,,,58506.2,2.6,1.2,40.34,101.78,35.15,32.37,148.5,3.8,4.04,4.0,4.0,-1.6,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J110051.82+350714.1,165.2159251,35.1205929,,W,,,,,58506.5,0.0,2.3,45.64,97.74,32.68,15.03,152.3,5.28,3.31,1.0,3.0,8.1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
J110105.76+203309.9,165.2739918,20.5527672,,W,,,,,60113.0,4000.0,175.4,16.24,20.65,23.17,21.01,246.2,3.41,3.35,0.0,0.0,-0.7,30.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J110112.65+005906.2,165.3026991,0.9850564,,W,,,,,58879.7,4.3,0.2,26.41,49.55,55.1,230.18,172.3,4.08,3.66,1.0,2.0,7.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J110137.03-103718.0,165.404309,-10.6216734,,W,,,,,59795.8,158.0,39.6,16.01,23.86,33.12,32.79,300.2,3.8,2.93,0.0,1.0,14.6,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
J110143.61-090325.6,165.4316934,-9.0571285,,W,,SLSN,0.091,1.173,59820.0,130.2,199.6,54.25,88.86,45.68,37.06,251.2,3.45,3.37,0.0,0.0,6.3,25.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J110204.20+215142.8,165.5175032,21.8619123,,W,,,,,60242.3,44.0,0.6,47.02,100.73,14.85,31.93,175.2,3.23,3.32,0.0,2.0,-3.9,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J110205.63+082030.8,165.5234529,8.3418891,,W,,,,,60599.4,0.0,362.3,35.2,71.99,15.33,16.9,172.3,5.06,3.48,0.0,1.0,-1.7,18.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
J110207.11+644258.6,165.5296358,64.7162872,,W,,,,,59938.1,26.2,0.6,86.74,145.69,34.05,58.53,150.2,2.97,4.09,3.0,3.0,14.8,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
J110242.52+265655.6,165.6771644,26.9487764,,W,,,,,59302.8,0.8,3.7,30.01,73.45,79.8,21.79,182.1,3.97,3.71,0.0,3.0,-3.9,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
J110250.04+454254.4,165.7085,45.71511,,W,,QSO,0.073,1.205,60025.2,2609.6,28.1,8.82,14.34,14.42,34.21,326.1,2.65,3.47,0.0,1.0,32.7,26.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
J110450.90-081201.9,166.2120823,-8.2005411,,W,,,,,59968.7,2.6,32.5,26.31,61.87,15.61,17.0,256.1,3.27,3.87,0.0,2.0,-3.2,1.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
J110625.26+214231.3,166.6052399,21.7086974,,W,,,,,60461.4,63.4,93.8,15.7,48.13,18.65,182.1,299.1,4.04,3.66,2.0,5.0,5.3,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
J110642.19-190149.1,166.6757957,-19.030331,,W,,,,,60330.1,138.7,27.7,34.15,58.78,22.72,16.93,575.3,2.28,3.66,1.0,0.0,2.6,11.0,18.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
J110646.38+231227.4,166.6932412,23.2076154,,W,,,,,59808.6,36.9,37.8,21.02,24.09,58.36,24.8,162.2,3.28,5.65,2.0,3.0,-5.5,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
J110840.58+585948.4,167.1690754,58.9967969,,W,,,,,59994.3,0.0,32.8,66.42,99.64,19.47,12.23,150.3,4.91,4.05,0.0,5.0,18.2,8.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
J110908.15-013521.9,167.2839623,-1.589433,,W,,,,,59187.6,10.8,0.4,50.99,108.06,22.38,31.3,180.3,2.91,3.46,1.0,1.0,-4.7,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J110936.52-083726.8,167.4021504,-8.6241309,,W,,AGN,0.856,0.391,60563.6,54.4,208.3,66.0,162.69,52.3,49.07,265.3,3.09,3.08,0.0,0.0,12.4,20.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
